n,q0,q1,q2,mean_cost,std
50000.0,0.5,0.4,0.1,442.94,204.5
50000.0,0.5,0.4,0.2,520.1,247.75
50000.0,0.5,0.4,0.3,535.39,250.12
50000.0,0.5,0.4,0.4,530.48,220.19
50000.0,0.5,0.4,0.5,580.87,224.7
50000.0,0.5,0.5,0.1,451.87,176.45
50000.0,0.5,0.5,0.2,487.39,210.21
50000.0,0.5,0.5,0.3,563.45,206.68
50000.0,0.5,0.5,0.4,554.44,257.34
50000.0,0.5,0.5,0.5,569.26,228.9
